-0.0249,-295.9559,1.383743
-0.0248,-344.1614,1.328008
-0.0247,-385.4039,1.293874
-0.0246,-421.0759,1.246939
-0.0245,-448.9279,1.207805
-0.0244,-484.0644,1.158603
-0.0243,-514.2731,1.095335
-0.0242,-559.372,1.013399
-0.0241,-594.8298,0.9275963
-0.024,-639.1788,0.8286603
-0.0239,-677.1004,0.758525
-0.0238,-712.5582,0.6892563
-0.0237,-749.4086,0.633588
-0.0236,-785.8306,0.5735862
-0.0235,-823.7522,0.5245182
-0.0234,-862.2094,0.4827169
-0.0233,-900.4525,0.4305821
-0.0232,-935.2675,0.3664469
-0.0231,-973.7247,0.3155788
-0.023,-1003.184,0.2545104
-0.0229,-1042.605,0.2146425
-0.0228,-1069.922,0.1619077
-0.0227,-1103.237,0.1239066
-0.0226,-1136.552,0.0670383
-0.0225,-1175.116,0.02210365
-0.0224,-1213.574,-0.02149763
-0.0223,-1250.96,-0.06696561
-0.0222,-1285.775,-0.1185004
-0.0221,-1320.59,-0.1567015
-0.022,-1361.082,-0.1830357
-0.0219,-1404.467,-0.2135699
-0.0218,-1443.353,-0.2561044
-0.0217,-1478.811,-0.2909721
-0.0216,-1508.698,-0.3255064
-0.0215,-1548.655,-0.3547739
-0.0214,-1578.649,-0.3933084
-0.0213,-1618.714,-0.4228426
-0.0212,-1657.492,-0.4593103
-0.0211,-1696.271,-0.4885778
-0.021,-1732.05,-0.5207788
-0.0209,-1759.045,-0.5489796
-0.0208,-1793.003,-0.5712469
-0.0207,-1826.105,-0.5975143
-0.0206,-1868.418,-0.6209816
-0.0205,-1907.518,-0.6497824
-0.0204,-1951.01,-0.6829168
-0.0203,-1985.718,-0.7085842
-0.0202,-2026.532,-0.7409185
-0.0201,-2060.383,-0.7646524
-0.02,-2099.054,-0.7914532
-0.0199,-2136.226,-0.8156539
-0.0198,-2171.577,-0.8362545
-0.0197,-2215.712,-0.8665221
-0.0196,-2255.24,-0.8943229
-0.0195,-2298.411,-0.9273905
-0.0194,-2329.584,-0.9545246
-0.0193,-2365.684,-0.9773253
-0.0192,-2393.215,-1.004659
-0.0191,-2425.459,-1.032593
-0.019,-2457.489,-1.063461
-0.0189,-2500.981,-1.093462
-0.0188,-2538.367,-1.111663
-0.0187,-2575.003,-1.132063
-0.0186,-2609.283,-1.150797
-0.0185,-2646.776,-1.180797
-0.0184,-2683.733,-1.211865
-0.0183,-2718.655,-1.229933
-0.0182,-2760.648,-1.2506
-0.0181,-2794.07,-1.266934
-0.018,-2831.028,-1.287934
-0.0179,-2860.058,-1.316735
-0.0178,-2898.194,-1.337336
-0.0177,-2935.901,-1.36367
-0.0176,-2976.608,-1.37367
-0.0175,-3011.423,-1.391737
-0.0174,-3051.38,-1.405804
-0.0173,-3081.267,-1.430405
-0.0172,-3122.831,-1.450339
-0.0171,-3158.825,-1.47034
-0.017,-3194.175,-1.480273
-0.0169,-3228.776,-1.496074
-0.0168,-3259.199,-1.509207
-0.0167,-3295.835,-1.525408
-0.0166,-3326.473,-1.533875
-0.0165,-3365.787,-1.542009
-0.0164,-3402.102,-1.506341
-0.0163,-3444.63,-1.512674
-0.0162,-3474.089,-1.518474
-0.0161,-3514.581,-1.573876
-0.016,-3548.754,-1.59221
-0.0159,-3583.676,-1.614143
-0.0158,-3622.99,-1.623344
-0.0157,-3656.412,-1.629611
-0.0156,-3695.727,-1.630544
-0.0155,-3724.65,-1.635678
-0.0154,-3763.75,-1.642211
-0.0153,-3798.565,-1.662012
-0.0152,-3839.165,-1.661212
-0.0151,-3871.623,-1.669612
-0.015,-3908.366,-1.671812
-0.0149,-3945.752,-1.686546
-0.0148,-3983.46,-1.69768
-0.0147,-4027.38,-1.69688
-0.0146,-4055.554,-1.714347
-0.0145,-4092.618,-1.696013
-0.0144,-4118.435,-1.691946
-0.0143,-4164.819,-1.681012
-0.0142,-4197.171,-1.69968
-0.0141,-4243.983,-1.70988
-0.014,-4275.799,-1.722014
-0.0139,-4314.685,-1.724214
-0.0138,-4348.429,-1.746148
-0.0137,-4388.386,-1.742814
-0.0136,-4428.986,-1.755148
-0.0135,-4462.194,-1.745414
-0.0134,-4498.937,-1.748281
-0.0133,-4525.503,-1.741681
-0.0132,-4522.718,-1.730013
-0.0131,-4493.794,-1.732814
-0.013,-4455.337,-1.730947
-0.0129,-4427.807,-1.738214
-0.0128,-4392.457,-1.735347
-0.0127,-4353.035,-1.73488
-0.0126,-4320.041,-1.729814
-0.0125,-4283.726,-1.735414
-0.0124,-4248.054,-1.739681
-0.0123,-4205.098,-1.740148
-0.0122,-4165.462,-1.738681
-0.0121,-4130.433,-1.739014
-0.012,-4091.44,-1.748414
-0.0119,-4061.231,-1.738814
-0.0118,-4030.38,-1.742548
-0.0117,-3998.885,-1.742748
-0.0116,-3961.499,-1.743748
-0.0115,-3920.471,-1.735814
-0.0114,-3882.55,-1.730814
-0.0113,-3850.199,-1.738547
-0.0112,-3814.312,-1.741614
-0.0111,-3771.249,-1.741414
-0.011,-3727.542,-1.729947
-0.0109,-3686.086,-1.732214
-0.0108,-3652.663,-1.726481
-0.0107,-3611.421,-1.736281
-0.0106,-3581.855,-1.732014
-0.0105,-3550.575,-1.73368
-0.0104,-3522.509,-1.72988
-0.0103,-3476.231,-1.732547
-0.0102,-3437.345,-1.735347
-0.0101,-3404.887,-1.736547
-0.01,-3376.928,-1.730547
-0.009900001,-3338.149,-1.731614
-0.009800001,-3292.3,-1.72848
-0.009700001,-3261.342,-1.724214
-0.0096,-3229.74,-1.723747
-0.009500001,-3198.353,-1.720547
-0.009400001,-3150.041,-1.717747
-0.009300001,-3111.905,-1.71208
-0.009200001,-3067.663,-1.710546
-0.0091,-3027.599,-1.71468
-0.009000001,-2987.428,-1.714213
-0.008900001,-2951.22,-1.716147
-0.008800001,-2916.191,-1.713814
-0.008700001,-2883.625,-1.712214
-0.008600001,-2851.703,-1.708213
-0.0085,-2819.566,-1.71028
-0.008400001,-2783.251,-1.708747
-0.008300001,-2748.221,-1.704547
-0.008200001,-2710.193,-1.702813
-0.008100001,-2674.199,-1.69928
-0.008,-2637.777,-1.700546
-0.007900001,-2599.427,-1.701013
-0.007800001,-2562.362,-1.69888
-0.007700001,-2530.654,-1.705613
-0.007600001,-2496.803,-1.701346
-0.007500001,-2460.167,-1.699346
-0.007400001,-2421.71,-1.694879
-0.007300001,-2383.788,-1.693279
-0.007200001,-2348.973,-1.70108
-0.007100001,-2311.587,-1.700213
-0.007000001,-2279.878,-1.700146
-0.006900001,-2242.707,-1.70308
-0.006800001,-2204.571,-1.689079
-0.006700001,-2166.542,-1.692746
-0.006600001,-2128.085,-1.684012
-0.006500001,-2091.342,-1.698146
-0.006400001,-2050.956,-1.695746
-0.006300001,-2014.32,-1.691013
-0.006200001,-1974.685,-1.683146
-0.006100001,-1945.44,-1.680079
-0.006000001,-1908.268,-1.683679
-0.005900001,-1875.596,-1.689146
