-0.0249,-404.6655,0.3397193
-0.0248,-479.3661,0.2312021
-0.0247,-516.2166,0.1511436
-0.0246,-567.6357,0.07190888
-0.0245,-600.344,-0.008224539
-0.0244,-655.1911,-0.08775884
-0.0243,-701.4684,-0.1603283
-0.0242,-752.3162,-0.2283293
-0.0241,-804.0211,-0.300749
-0.024,-859.7252,-0.3668778
-0.0239,-915.4292,-0.4261166
-0.0238,-965.8486,-0.4734478
-0.0237,-1005.984,-0.5211534
-0.0236,-1052.975,-0.5600218
-0.0235,-1108.251,-0.594996
-0.0234,-1160.241,-0.6254017
-0.0233,-1199.377,-0.6546093
-0.0232,-1233.942,-0.6798475
-0.0231,-1277.791,-0.7026893
-0.023,-1327.497,-0.7244826
-0.0229,-1373.631,-0.7423067
-0.0228,-1418.052,-0.7567607
-0.0227,-1477.327,-0.7691926
-0.0226,-1532.031,-0.781924
-0.0225,-1579.451,-0.794356
-0.0224,-1620.729,-0.8055148
-0.0223,-1668.292,-0.8119554
-0.0222,-1724.138,-0.8219907
-0.0221,-1772.844,-0.8301539
-0.022,-1814.122,-0.8437091
-0.0219,-1865.112,-0.8472291
-0.0218,-1911.39,-0.8540441
-0.0217,-1969.95,-0.8570397
-0.0216,-2016.228,-0.8646786
-0.0215,-2070.361,-0.8704452
-0.0214,-2113.781,-0.8834762
-0.0213,-2163.058,-0.8934367
-0.0212,-2204.907,-0.8991285
-0.0211,-2256.184,-0.8956835
-0.021,-2299.462,-0.8932121
-0.0209,-2352.881,-0.896732
-0.0208,-2395.016,-0.9033973
-0.0207,-2449.006,-0.9117102
-0.0206,-2495.854,-0.9183756
-0.0205,-2550.701,-0.9209218
-0.0204,-2598.121,-0.9251157
-0.0203,-2644.97,-0.9299088
-0.0202,-2688.391,-0.9346269
-0.0201,-2736.096,-0.9377723
-0.02,-2786.801,-0.9402437
-0.0199,-2838.791,-0.9475831
-0.0198,-2891.21,-0.9529003
-0.0197,-2951.913,-0.960614
-0.0196,-2998.19,-0.9650326
-0.0195,-3050.752,-0.9702001
-0.0194,-3085.604,-0.9696759
-0.0193,-3135.023,-0.9742442
-0.0192,-3178.729,-0.9776143
-0.0191,-3232.719,-0.9829316
-0.019,-3280.996,-0.9839052
-0.0189,-3326.416,-0.9860771
-0.0188,-3375.693,-0.9876498
-0.0187,-3429.255,-0.990945
-0.0186,-3475.675,-0.9931917
-0.0185,-3523.523,-0.9961873
-0.0184,-3570.8,-0.9960375
-0.0183,-3622.648,-0.9980596
-0.0182,-3665.354,-0.9984341
-0.0181,-3713.774,-1.005474
-0.018,-3765.05,-1.009668
-0.0179,-3808.614,-1.016782
-0.0178,-3852.605,-1.019928
-0.0177,-3896.169,-1.026743
-0.0176,-3943.732,-1.03221
-0.0175,-3985.153,-1.037752
-0.0174,-4041.714,-1.042395
-0.0173,-4094.276,-1.044642
-0.0172,-4151.123,-1.046364
-0.0171,-4197.829,-1.046364
-0.017,-4248.819,-1.047188
-0.0169,-4296.81,-1.050109
-0.0168,-4342.659,-1.054003
-0.0167,-4393.936,-1.058571
-0.0166,-4447.068,-1.059844
-0.0165,-4486.204,-1.065761
-0.0164,-4528.768,-1.068756
-0.0163,-4568.475,-1.074972
-0.0162,-4626.179,-1.073624
-0.0161,-4675.741,-1.075272
