300.42878,4.0717E-11
300.49751,4.0741E-11
300.56403,4.0769E-11
300.6333,4.0794E-11
300.70039,4.0828E-11
300.76992,4.0858E-11
300.83839,4.0892E-11
300.90849,4.0924E-11
300.97803,4.0959E-11
301.04842,4.0991E-11
301.11906,4.1021E-11
301.18751,4.1056E-11
301.25649,4.109E-11
301.32442,4.1118E-11
301.39642,4.1153E-11
301.46569,4.1185E-11
301.53416,4.1219E-11
301.60369,4.1254E-11
301.67296,4.1285E-11
301.74031,4.1316E-11
301.80878,4.1346E-11
301.87584,4.1375E-11
301.94374,4.1411E-11
302.00971,4.1442E-11
302.07597,4.1472E-11
302.14112,4.1502E-11
302.20738,4.1533E-11
302.27197,4.1563E-11
302.33603,4.1593E-11
302.39787,4.1626E-11
302.46304,4.1652E-11
302.52652,4.1684E-11
302.58977,4.1715E-11
302.65132,4.1758E-11
302.7107,4.1785E-11
302.77145,4.1815E-11
302.83275,4.1842E-11
302.89078,4.1869E-11
302.95262,4.1901E-11
303.00953,4.1927E-11
303.06862,4.1961E-11
303.12525,4.1983E-11
303.1819,4.2005E-11
303.23935,4.2028E-11
303.29486,4.205E-11
303.34984,4.2078E-11
303.40483,4.2121E-11
303.4587,4.2151E-11
303.51203,4.2175E-11
303.56509,4.2208E-11
303.61704,4.223E-11
303.67039,4.2258E-11
303.72151,4.2268E-11
303.77291,4.2311E-11
303.82405,4.2335E-11
303.87299,4.2365E-11
303.9219,4.2382E-11
303.97057,4.24E-11
304.01922,4.243E-11
304.06706,4.2463E-11
304.11434,4.2496E-11
304.1619,4.2518E-11
304.20725,4.2535E-11
304.25317,4.255E-11
304.30073,4.2581E-11
304.34579,4.26E-11
304.38813,4.2639E-11
304.43184,4.2661E-11
304.47748,4.2684E-11
304.5187,4.2705E-11
304.56158,4.2732E-11
304.60504,4.2755E-11
304.64571,4.2778E-11
304.68831,4.2803E-11
304.72764,4.2809E-11
304.76969,4.2845E-11
304.80956,4.2874E-11
304.8486,4.2894E-11
304.88706,4.2917E-11
304.92556,4.2938E-11
304.96514,4.2965E-11
305.0039,4.2978E-11
305.04156,4.3008E-11
305.08005,4.3013E-11
305.11525,4.3028E-11
305.15291,4.305E-11
305.18945,4.3073E-11
305.22465,4.3087E-11
305.25956,4.3132E-11
305.29475,4.3146E-11
305.33049,4.3153E-11
305.36319,4.319E-11
305.39865,4.3213E-11
305.43218,4.3227E-11
305.46462,4.3258E-11
305.49982,4.3276E-11
305.53143,4.3274E-11
305.56525,4.3304E-11
305.59686,4.3335E-11
305.63013,4.3353E-11
305.66062,4.3371E-11
305.69088,4.3391E-11
305.72249,4.3411E-11
305.7519,4.3409E-11
305.78462,4.3448E-11
305.81623,4.3466E-11
305.84455,4.3483E-11
305.87561,4.3502E-11
305.90088,4.3525E-11
305.93306,4.3545E-11
305.96275,4.3561E-11
305.99078,4.3581E-11
306.01938,4.3576E-11
306.04714,4.3593E-11
306.076,4.3615E-11
306.10486,4.3653E-11
306.13262,4.3663E-11
306.15901,4.3687E-11
306.18486,4.3689E-11
306.21291,4.3718E-11
306.23984,4.3741E-11
306.26706,4.376E-11
306.29234,4.3776E-11
306.31956,4.3793E-11
306.34595,4.3814E-11
306.37096,4.3828E-11
306.39626,4.384E-11
306.42156,4.3858E-11
306.44683,4.3874E-11
306.47296,4.3893E-11
306.49631,4.3907E-11
306.52052,4.3925E-11
306.54662,4.3919E-11
306.57,4.3957E-11
306.59501,4.3977E-11
306.6181,4.397E-11
306.64148,4.3985E-11
306.66566,4.4005E-11
306.68958,4.4017E-11
306.71184,4.4037E-11
306.73577,4.4066E-11
306.75803,4.4071E-11
306.78083,4.4081E-11
306.80366,4.4117E-11
306.82758,4.4115E-11
306.84901,4.4154E-11
306.87073,4.4145E-11
306.8941,4.4164E-11
306.91527,4.4189E-11
306.93644,4.4213E-11
306.95899,4.4213E-11
306.97987,4.4228E-11
307.00213,4.4244E-11
307.02275,4.4257E-11
307.04501,4.427E-11
307.06618,4.4289E-11
307.08735,4.4304E-11
307.10852,4.4317E-11
307.12995,4.4331E-11
307.15003,4.4347E-11
307.17148,4.4361E-11
307.19208,4.4374E-11
307.21244,4.4398E-11
307.23304,4.4411E-11
307.25504,4.4456E-11
307.27455,4.4461E-11
307.29491,4.4459E-11
307.31496,4.4491E-11
307.33421,4.4515E-11
307.35429,4.4526E-11
307.37434,4.4544E-11
307.39413,4.4538E-11
307.41392,4.455E-11
307.43345,4.4566E-11
307.45296,4.4594E-11
307.47221,4.4618E-11
307.49255,4.4635E-11
307.51179,4.4648E-11
307.53075,4.4667E-11
307.55109,4.4684E-11
307.5687,4.467E-11
307.58849,4.4691E-11
307.60774,4.4727E-11
307.62532,4.4746E-11
307.64566,4.4755E-11
307.66408,4.4776E-11
307.68223,4.4788E-11
307.70119,4.4804E-11
307.72073,4.4822E-11
307.73639,4.4838E-11
307.75701,4.485E-11
307.77569,4.4863E-11
307.79384,4.4878E-11
307.81252,4.4896E-11
307.83122,4.4882E-11
307.8513,4.4926E-11
307.86834,4.4938E-11
307.88675,4.4955E-11
307.90462,4.4969E-11
307.92332,4.4986E-11
307.94036,4.4971E-11
307.95932,4.5001E-11
307.97719,4.5034E-11
307.99506,4.5051E-11
308.01319,4.5067E-11
308.03135,4.5079E-11
308.04894,4.5093E-11
308.06655,4.5085E-11
308.08442,4.5099E-11
308.10171,4.5142E-11
308.12013,4.5157E-11
308.138,4.517E-11
308.15506,4.5189E-11
308.17319,4.5204E-11
308.19078,4.5217E-11
308.20839,4.5235E-11
308.22405,4.5248E-11
308.24356,4.5237E-11
308.26171,4.5251E-11
308.27849,4.5267E-11
308.29553,4.5284E-11
308.31312,4.5314E-11
308.33236,4.5347E-11
308.34886,4.5363E-11
308.36618,4.5378E-11
308.38322,4.5392E-11
308.40109,4.5411E-11
308.41784,4.5424E-11
308.43434,4.5413E-11
308.45166,4.5454E-11
308.46953,4.5476E-11
308.48631,4.5488E-11
308.50197,4.5505E-11
308.52148,4.5523E-11
308.53881,4.5542E-11
308.55613,4.5555E-11
308.57179,4.557E-11
308.58995,4.5585E-11
308.60561,4.5569E-11
308.62374,4.5584E-11
308.64081,4.5602E-11
308.65839,4.5616E-11
308.67434,4.5632E-11
308.6933,4.5648E-11
308.70925,4.5668E-11
308.72629,4.5681E-11
308.74361,4.5701E-11
308.76065,4.5717E-11
308.77769,4.5731E-11
308.7953,4.5749E-11
308.81151,4.576E-11
308.82636,4.5782E-11
308.84587,4.5796E-11
308.86265,4.5813E-11
308.87886,4.5832E-11
308.89506,4.5852E-11
308.91294,4.5865E-11
308.92917,4.5885E-11
308.94675,4.5901E-11
308.96325,4.5919E-11
308.97836,4.5933E-11
308.99623,4.5948E-11
309.01164,4.5968E-11
309.03005,4.5982E-11
309.04709,4.6003E-11
309.06413,4.6017E-11
309.08119,4.6038E-11
309.09795,4.6048E-11
309.11444,4.6065E-11
309.13122,4.608E-11
309.14771,4.6097E-11
309.16558,4.6115E-11
309.18208,4.6132E-11
309.19829,4.6149E-11
309.21478,4.6164E-11
309.23073,4.6188E-11
309.24997,4.6199E-11
309.26481,4.622E-11
309.28104,4.6235E-11
309.29862,4.6256E-11
309.31486,4.6272E-11
309.33216,4.6294E-11
309.34865,4.631E-11
309.36488,4.6328E-11
309.38109,4.6342E-11
309.39758,4.6365E-11
309.41491,4.638E-11
309.43223,4.6398E-11
309.44818,4.6416E-11
309.46494,4.6436E-11
309.48252,4.6452E-11
309.49821,4.6468E-11
309.51442,4.6486E-11
309.53283,4.6503E-11
309.54823,4.6525E-11
309.56527,4.6543E-11
309.58094,4.6559E-11
309.59855,4.6579E-11
309.61475,4.66E-11
309.63236,4.6615E-11
309.64857,4.6635E-11
309.66535,4.6655E-11
309.68101,4.6672E-11
309.69834,4.669E-11
309.71509,4.6704E-11
309.73158,4.6727E-11
309.74836,4.6746E-11
309.76569,4.6765E-11
309.78218,4.6782E-11
