324.356,1.27713
324.244,1.27418
324.132,1.27702
324.019,1.27288
323.907,1.27616
323.794,1.27494
323.682,1.27725
323.57,1.27335
323.345,1.2761
323.232,1.27537
323.12,1.27315
323.008,1.27429
322.895,1.2713
322.782,1.27747
322.67,1.27265
322.557,1.27671
322.444,1.27895
322.331,1.33145
322.218,1.49909
322.105,1.53259
321.992,1.52748
321.879,1.51965
321.765,1.50992
321.653,1.50506
321.54,1.5003
321.426,1.49934
321.314,1.49598
321.201,1.49239
321.088,1.48714
320.976,1.48313
320.863,1.4818
320.752,1.47803
320.64,1.47656
320.528,1.47164
320.416,1.47063
320.305,1.46554
320.193,1.45943
320.082,1.45823
319.97,1.45638
319.859,1.45672
319.747,1.45723
319.636,1.4516
319.525,1.44845
319.413,1.44688
319.302,1.44312
319.191,1.44347
319.079,1.43823
318.968,1.43976
318.857,1.43407
318.745,1.43113
318.634,1.43015
318.523,1.42807
318.413,1.42893
318.302,1.42849
318.191,1.4262
318.081,1.4221
317.97,1.42259
317.86,1.42136
317.749,1.41971
317.638,1.41783
317.528,1.4127
317.417,1.41523
317.306,1.40924
317.197,1.41129
317.086,1.40625
316.977,1.40697
316.866,1.40353
316.756,1.40492
316.646,1.40173
316.537,1.40164
316.428,1.39735
316.319,1.39854
316.209,1.39724
316.101,1.39607
315.993,1.39064
315.884,1.39448
315.776,1.39309
315.668,1.39144
315.56,1.38899
315.454,1.38879
315.346,1.38506
315.239,1.38892
315.132,1.38545
315.024,1.38135
314.918,1.38293
314.811,1.3827
314.705,1.37741
314.598,1.37975
314.492,1.37486
314.386,1.37849
314.28,1.37482
314.174,1.37139
314.068,1.37091
313.962,1.37073
313.857,1.37914
313.751,1.37228
313.646,1.36729
313.541,1.37069
313.437,1.3666
313.332,1.36866
313.228,1.36792
313.124,1.36319
313.02,1.3634
312.916,1.36336
312.813,1.36008
312.709,1.36403
312.607,1.35845
312.504,1.36184
312.401,1.36118
312.3,1.36081
312.199,1.35663
312.097,1.3588
311.996,1.35495
311.895,1.35252
311.795,1.35286
311.696,1.35238
311.597,1.35384
311.498,1.35375
311.399,1.35302
311.302,1.34877
311.204,1.34873
311.107,1.34623
311.011,1.34556
310.915,1.3481
310.819,1.3448
310.724,1.34487
310.629,1.34133
310.535,1.34341
310.441,1.34546
310.347,1.34206
310.255,1.34407
310.162,1.33966
310.07,1.34311
309.978,1.3395
309.887,1.34116
309.796,1.34095
309.706,1.33761
309.616,1.34122
309.527,1.33985
309.438,1.33798
309.351,1.33518
309.263,1.33698
309.177,1.33778
309.09,1.33591
309.005,1.33562
308.92,1.33213
308.836,1.33544
308.752,1.33099
308.67,1.33388
308.588,1.33191
308.507,1.33012
308.426,1.33256
308.347,1.33059
308.268,1.32868
308.19,1.32933
308.113,1.33024
308.037,1.32821
307.962,1.32984
307.888,1.32914
307.815,1.32501
307.744,1.32824
307.673,1.32426
307.603,1.32665
307.534,1.32627
307.467,1.32547
307.401,1.32564
307.336,1.32489
307.272,1.32465
307.209,1.32408
307.148,1.32136
307.087,1.32351
307.028,1.32063
306.971,1.32324
306.914,1.32284
306.859,1.31928
306.805,1.32199
306.752,1.31905
306.701,1.32175
306.652,1.31943
306.603,1.32041
306.557,1.31763
306.511,1.32063
306.469,1.32223
306.427,1.31873
306.387,1.32093
306.349,1.31917
306.311,1.32074
